"drawNumber","drawDate","nextDrawDate","ball1","ball2","ball3","ball4","ball5","div1Winners","div1Payout","div2Winners","div2Payout","div3Winners","div3Payout","div4Winners","div4Payout","totalPrizePool","totalSales","estimatedJackpot","guaranteedJackpot","numWinners","millionairs"
1170,2022-05-25,2022-05-26,32,28,35,33,16,2,195101.7,279,322.1,8831,20.3,81889,5.3,1093350.3,2192154,380000,0,91001,2
1171,2022-05-26,2022-05-27,28,3,22,33,18,2,204597.8,355,265.5,9711,19.4,90618,5,1144931.5,2298852,525000,0,100686,2
1172,2022-05-27,2022-05-28,19,8,26,30,27,3,160703.8,368,301.8,10808,20.6,105412,5.1,1353419.8,2708490,4e+05,0,116591,3
1173,2022-05-28,2022-05-29,28,31,15,14,26,0,0,248,1920.1,7939,22.4,80279,5.4,1087525,2174424,220000,0,88466,0
1174,2022-05-29,2022-05-30,18,31,26,29,28,1,270855.5,217,287.5,6460,19.4,57253,5.3,762007.9,1521660,4e+05,0,63931,1
1175,2022-05-30,2022-05-31,33,9,2,1,12,3,126172.8,263,331.5,9011,19.3,85900,5,1069115.2,2126508,5e+05,0,95177,3
1176,2022-05-31,2022-06-01,30,13,17,23,20,4,114905.9,365,290.1,10812,19.6,100863,5.1,1291826.6,2582154,4e+05,0,112044,4
1177,2022-06-01,2022-06-02,12,4,7,25,18,1,421862,404,240.5,11044,17.6,100054,4.7,1183652.2,2370012,380000,0,111503,1
1178,2022-06-02,2022-06-03,19,7,14,27,6,2,224684.7,375,276,11014,18.8,105492,4.7,1255745,2524548,5e+05,0,116883,2
1179,2022-06-03,2022-06-04,25,13,22,27,11,6,83959.4,414,280.3,12304,18.9,113933,5,1422011.2,2830092,4e+05,0,126657,6
1180,2022-06-04,2022-06-05,8,9,5,10,1,7,57595.1,529,175.5,11535,16.1,95494,4.7,1130540.5,2264976,220000,0,107565,7
1181,2022-06-05,2022-06-06,24,9,20,4,10,1,276424.7,191,333.4,6819,18.6,65883,4.7,776587.6,1552947,4e+05,0,72894,1
1182,2022-06-06,2022-06-07,9,6,20,24,21,3,131656.3,334,272.4,10354,17.6,92318,4.8,1111307.3,2218926,5e+05,0,103009,3
1183,2022-06-07,2022-06-08,1,20,18,17,11,2,229632.5,291,363.5,10542,20,104158,4.9,1286257.7,2580141,4e+05,0,114993,2
1184,2022-06-08,2022-06-09,1,15,7,6,28,1,411300.1,286,331.3,9441,20.1,93481,4.9,1153872.9,2310675,380000,0,103209,1
1185,2022-06-09,2022-06-10,33,3,2,11,25,3,135532.8,295,317.4,9608,19.5,94167,4.8,1139589,2284260,5e+05,0,104073,3
1186,2022-06-10,2022-06-11,30,26,16,21,22,2,234940.7,336,322.2,10054,21.5,100450,5.3,1326686.6,2639784,4e+05,0,110842,2
1187,2022-06-11,2022-06-12,9,14,31,6,1,3,124388.7,277,310.2,8742,19.7,83368,5,1048148.9,2096439,220000,0,92390,3
1188,2022-06-12,2022-06-13,22,6,23,9,32,0,0,176,1791.2,5814,20.3,58465,4.9,719753.9,1439406,4e+05,0,64455,0
1189,2022-06-13,2022-06-14,35,25,5,6,31,3,117984.5,227,359.1,7432,22,76474,5.1,988990.6,1988502,5e+05,0,84136,3
1190,2022-06-14,2022-06-15,14,26,36,34,11,0,0,318,1573.4,9488,19.7,91167,5,1143089.8,2284644,4e+05,0,100973,0
1191,2022-06-15,2022-06-16,34,3,22,18,5,2,189821,316,276.7,8785,19.9,87038,4.9,1068386.9,2132820,3e+05,0,96141,2
1192,2022-06-16,2022-06-17,24,36,27,25,1,1,317633.8,220,332.6,6731,21.8,69828,5.1,893664.4,1784460,4e+05,0,76780,1
1193,2022-06-17,2022-06-18,11,9,32,33,8,3,138843.6,271,354,8880,21.6,94587,4.9,1167749.1,2340060,4e+05,0,103741,3
1194,2022-06-18,2022-06-19,3,13,17,23,31,3,113905.9,335,235,8146,19.3,74181,5.2,963401.7,1919763,250000,0,82665,3
1195,2022-06-19,2022-06-20,26,8,22,15,36,0,0,193,1507.8,5305,20.5,52182,5,660667.9,1328799,380000,0,57680,0
1196,2022-06-20,2022-06-21,31,30,9,2,10,0,0,243,1691.1,7239,21.3,73747,5.1,941237.7,1876434,5e+05,0,81229,0
1197,2022-06-21,2022-06-22,6,33,9,36,27,1,396797.2,348,262.6,9495,19.2,91827,4.8,1111255.6,2229198,4e+05,0,101671,1
1198,2022-06-22,2022-06-23,19,30,13,28,15,2,171516.8,237,333.4,7370,21.5,73673,5.2,963604,1927155,380000,0,81282,2
1199,2022-06-23,2022-06-24,3,6,21,23,11,5,69446.2,295,271.1,8940,17.9,82367,4.7,974356.4,1950735,5e+05,0,91607,5
1200,2022-06-24,2022-06-25,33,13,28,21,2,0,0,304,1796.7,9087,22.5,93246,5.3,1244858.1,2494029,4e+05,0,102637,0
1201,2022-06-25,2022-06-26,13,27,8,29,18,1,373745.5,266,323.7,8423,20.4,81517,5.2,1055567.3,2099694,250000,0,90207,1
1202,2022-06-26,2022-06-27,30,21,36,29,18,2,127945.6,164,359.3,5406,21.9,55239,5.1,714926.7,1437591,4e+05,0,60811,2
1203,2022-06-27,2022-06-28,2,21,33,18,3,1,354758.7,313,261.1,8200,19.9,79200,5,995663,1993026,5e+05,0,87714,1
1204,2022-06-28,2022-06-29,11,8,30,35,18,2,210553,287,338,9190,21.1,92137,5.1,1181919.7,2365764,4e+05,0,101616,2
1205,2022-06-29,2022-06-30,9,10,4,28,13,2,187813.4,296,292.3,9051,19.1,86030,4.9,1056568.7,2110263,380000,0,95379,2
1206,2022-06-30,2022-07-01,27,28,21,7,25,3,132290.1,267,342.3,9216,19.9,89121,5,1117267.8,2229609,5e+05,0,98607,3
1207,2022-07-01,2022-07-02,10,16,15,9,5,3,154766.4,376,284.4,11733,18.2,107145,4.9,1309784.7,2608422,4e+05,0,119257,3
1208,2022-07-02,2022-07-03,6,36,31,1,11,2,187745.8,381,227.1,9556,18.1,86745,4.8,1051356.3,2109504,250000,0,96684,2
1209,2022-07-03,2022-07-04,1,18,26,14,16,2,132125,165,368.8,5623,21.7,56317,5.2,739969.5,1484550,4e+05,0,62107,2
1210,2022-07-04,2022-07-05,9,26,15,27,24,1,379996.5,247,354.4,8164,21.4,82855,5.1,1064803.4,2134812,5e+05,0,91267,1
1211,2022-07-05,2022-07-06,33,1,8,31,2,2,227089.9,323,323.8,10097,20.7,100989,5.1,1282819,2551572,4e+05,0,111411,2
1212,2022-07-06,2022-07-07,23,31,2,15,18,1,399170.4,255,360.6,8231,22.4,84995,5.2,1117471.8,2242530,380000,0,93482,1
1213,2022-07-07,2022-07-08,33,18,20,34,23,3,134049.5,268,345.7,8896,20.8,89271,5,1126187.9,2259261,5e+05,0,98438,3
1214,2022-07-08,2022-07-09,32,28,5,1,31,3,156934.9,292,371.3,9583,22.6,101287,5.2,1322492.5,2644971,4e+05,0,111165,3
1215,2022-07-09,2022-07-10,36,4,29,10,22,2,184281.3,307,276.6,9075,18.8,84922,4.9,1040206.6,2070576,230000,0,94306,2
1216,2022-07-10,2022-07-11,4,22,7,36,5,1,250513.3,194,297.4,6484,17.7,59518,4.7,702710.3,1407378,380000,0,66197,1
1217,2022-07-11,2022-07-12,18,19,31,3,22,0,0,255,1681.4,7998,20.1,78649,4.9,974896.9,1957803,5e+05,0,86902,0
1218,2022-07-12,2022-07-13,11,6,7,29,1,2,209251.9,371,259.8,11076,17.4,98958,4.8,1182610.4,2351145,4e+05,0,110407,2
1219,2022-07-13,2022-07-14,21,15,33,6,29,0,0,300,1501.4,8102,20.8,79842,5.1,1026135.8,2056719,380000,0,88244,0
1220,2022-07-14,2022-07-15,19,8,2,18,6,0,0,330,1380.8,9312,18.3,85795,4.8,1037889.6,2080548,5e+05,0,95437,0
1221,2022-07-15,2022-07-16,28,19,31,24,20,0,0,317,1794.7,9740,21.9,99121,5.2,1297655.1,2597874,4e+05,0,109178,0
1222,2022-07-16,2022-07-17,20,17,22,8,6,3,119874.1,287,288.6,8538,19.4,82661,4.9,1013126.6,2020350,230000,0,91489,3
1223,2022-07-17,2022-07-18,5,21,27,31,35,2,122825.1,195,290.2,5517,20.5,53322,5.1,687279.9,1380057,380000,0,59036,2
1224,2022-07-18,2022-07-19,16,8,29,14,19,1,367314.5,272,311.1,8464,20,80944,5.1,1034028.1,2063565,5e+05,0,89681,1
1225,2022-07-19,2022-07-20,16,10,18,31,28,1,476495.7,365,300.7,10788,20.4,103991,5.1,1336680.5,2676942,4e+05,0,115145,1
1226,2022-07-20,2022-07-21,21,30,15,4,27,1,423431,288,338.6,9593,20.3,92926,5.1,1189608.3,2378826,380000,0,102808,1
1227,2022-07-21,2022-07-22,1,27,4,35,23,1,448116.3,296,348.7,9467,21.8,96186,5.2,1257879.3,2517507,5e+05,0,105950,1
1228,2022-07-22,2022-07-23,2,17,23,35,9,2,259734.1,442,270.7,11846,20.2,114181,5.1,1460729.9,2918361,4e+05,0,126471,2
1229,2022-07-23,2022-07-24,28,26,10,4,9,1,438408.2,321,314.6,9605,21,96938,5.1,1235483.6,2462967,230000,0,106865,1
1230,2022-07-24,2022-07-25,3,28,34,10,19,5,62707.2,240,300.9,7004,20.7,70040,5,880934.8,1761438,4e+05,0,77289,5
1231,2022-07-25,2022-07-26,36,19,9,24,28,3,155628.4,373,288.3,11262,19.1,105659,4.9,1307254.4,2622951,5e+05,0,117297,3
1232,2022-07-26,2022-07-27,34,3,13,19,1,2,267519.8,420,293.5,12506,19.7,120712,5,1508237.8,3005841,4e+05,0,133640,2
1233,2022-07-27,2022-07-28,24,2,31,4,36,3,167149.5,341,338.7,11016,20.9,111703,5,1405694.6,2817126,380000,0,123063,3
1234,2022-07-28,2022-07-29,1,36,2,27,30,2,261707.3,357,337.7,11435,21.1,114099,5.1,1467156.9,2940531,525000,0,125893,2
1235,2022-07-29,2022-07-30,10,5,2,20,28,5,120422,600,231.1,15266,18.2,138614,4.9,1697819.8,3382641,4e+05,0,154485,5
1236,2022-07-30,2022-07-31,32,4,28,36,10,4,123046.2,371,305.6,11936,19,110100,5,1382846.4,2765082,250000,0,122411,4
1237,2022-07-31,2022-08-01,4,30,25,31,20,0,0,270,1669.2,7963,21.2,79876,5.1,1026867.2,2057853,450000,0,88109,0
1238,2022-08-01,2022-08-02,9,33,15,3,18,4,121041.6,487,229,12550,17.8,112396,4.8,1358580.2,2720037,550000,0,125437,4
1239,2022-08-02,2022-08-03,21,26,10,29,18,4,144043.2,450,294.9,12601,21,124969,5.1,1610840.7,3236925,5e+05,0,138024,4
1240,2022-08-03,2022-08-04,25,8,6,24,22,2,265960.6,421,291,12118,20.2,121190,5,1505165.8,2988321,475000,0,133731,2
1241,2022-08-04,2022-08-05,26,6,31,21,17,1,473172,369,295.4,10199,21.4,101004,5.2,1325654,2658270,6e+05,0,111573,1
1242,2022-08-05,2022-08-06,28,16,26,1,17,2,247673.8,275,414.9,9808,23.3,104248,5.3,1390485.9,2782851,420000,0,114333,2
1243,2022-08-06,2022-08-07,33,9,24,31,18,6,76579,394,268.6,10673,19.8,103366,5,1293457.8,2581314,350000,0,114439,6
1244,2022-08-07,2022-08-08,20,18,36,24,32,2,170867.9,308,255.6,8286,19,78042,4.8,952496.2,1919865,480000,0,86638,2
1245,2022-08-08,2022-08-09,34,4,31,22,5,2,229373,317,333.3,10050,21.1,102220,5.1,1297779.1,2577225,550000,0,112589,2
1246,2022-08-09,2022-08-10,14,24,15,23,3,1,433233.2,277,360.3,9126,21.8,95380,5,1208883.1,2433894,480000,0,104784,1
1247,2022-08-10,2022-08-11,13,17,8,1,6,4,108752.6,330,303.6,10383,19.3,99431,4.9,1222802.2,2443878,475000,0,110148,4
1248,2022-08-11,2022-08-12,8,20,16,19,18,4,117391,518,208.8,11714,18.5,108501,4.9,1326086.3,2638002,550000,0,120737,4
1249,2022-08-12,2022-08-13,5,30,32,29,27,4,130309.7,336,357.3,11236,21.3,109611,5.3,1461556.7,2928306,480000,0,121187,4
1250,2022-08-13,2022-08-14,4,18,28,31,19,0,0,319,1614.1,9797,19.7,94509,4.9,1170992.9,2351055,325000,0,104625,0
1251,2022-08-14,2022-08-15,17,26,33,1,24,2,155427.9,228,314,6667,21.5,67575,5.2,877178.3,1746381,480000,0,74472,2
1252,2022-08-15,2022-08-16,35,23,15,32,20,0,0,338,1587.3,9627,20.9,94688,5.1,1220620.5,2449785,550000,0,104653,0
1253,2022-08-16,2022-08-17,21,27,12,19,1,1,487538.3,368,305.1,10947,20.5,109569,5,1372073.6,2738979,480000,0,120885,1
1254,2022-08-17,2022-08-18,8,5,2,34,28,3,145493.6,334,301.1,10406,19.3,98547,4.9,1220764.3,2452140,475000,0,109290,3
1255,2022-08-18,2022-08-19,5,17,31,26,11,5,88065.6,335,302.7,9872,20.6,97030,5.1,1239948.7,2473752,550000,0,107242,5
1256,2022-08-19,2022-08-20,16,27,34,28,1,3,164487.1,308,369.1,10042,22.6,104145,5.3,1386061.8,2772255,480000,0,114498,3
1257,2022-08-20,2022-08-21,16,9,32,20,33,2,204164.8,297,316.6,9033,20.8,90122,5.1,1149868.4,2293986,3e+05,0,99454,2
1258,2022-08-21,2022-08-22,15,35,23,19,6,1,292718.4,237,284.5,6792,19.9,65023,5,820420.7,1644486,480000,0,72053,1
1259,2022-08-22,2022-08-23,4,26,32,35,17,2,196520.8,291,311.1,8397,21.6,83380,5.3,1106860.9,2208099,410000,0,92070,2
1260,2022-08-23,2022-08-24,8,6,29,21,22,1,434714,326,307.2,10174,19.7,98512,4.9,1217997.8,2442213,4e+05,0,109013,1
1261,2022-08-24,2022-08-25,22,5,23,2,12,4,100179.1,301,306.6,9371,19.7,91219,4.9,1124584.8,2251215,5e+05,0,100895,4
1262,2022-08-25,2022-08-26,12,15,17,6,8,3,165448.1,417,274.2,12713,18,114184,4.9,1399021.3,2788452,6e+05,0,127317,3
1263,2022-08-26,2022-08-27,23,31,10,21,12,2,290032.5,401,333.2,12707,21,127797,5.1,1632289.9,3258792,480000,0,140907,2
1264,2022-08-27,2022-08-28,20,5,23,30,21,4,115618.1,315,338.1,10406,20.5,102614,5,1295366.9,2598159,350000,0,113339,4
1265,2022-08-28,2022-08-29,23,32,29,22,33,1,339516.6,238,328.6,7389,21.1,74903,5,948146.3,1907397,5e+05,0,82531,1
1266,2022-08-29,2022-08-30,26,29,10,21,34,4,115135.3,363,292.3,9848,21.5,99044,5.2,1293406.9,2587311,550000,0,109259,4
1267,2022-08-30,2022-08-31,22,28,25,16,33,2,263329.9,416,291.6,12276,19.8,115951,5.1,1482380.3,2958762,5e+05,0,128645,2
1268,2022-08-31,2022-09-01,22,11,27,28,18,2,257978.3,397,299.3,12762,18.6,119426,4.8,1445396.7,2898633,460000,0,132587,2
1269,2022-09-01,2022-09-02,19,36,6,29,16,20,26807.4,528,233.9,12866,19.2,121411,5,1513729.4,3012072,480000,0,134825,20
1270,2022-09-02,2022-09-03,2,1,3,24,26,5,119370.6,475,289.4,14376,19.1,129323,5.1,1668446.9,3353103,450000,0,144179,5
1271,2022-09-03,2022-09-04,8,18,24,25,11,2,240487.5,381,290.8,11703,19,110152,4.9,1353871.6,2702106,3e+05,0,122238,2
1272,2022-09-04,2022-09-05,31,36,6,7,2,3,116425.9,245,328.4,7778,20.7,79394,4.9,979770.9,1962234,450000,0,87420,3
1273,2022-09-05,2022-09-06,10,15,25,12,14,2,242258.2,401,278.3,11940,18.7,106137,5.1,1360691.4,2722002,550000,0,118480,2
1274,2022-09-06,2022-09-07,15,9,11,26,13,4,136632.4,726,173.4,13730,18.3,123818,5,1542767,3070392,460000,0,138278,4
1275,2022-09-07,2022-09-08,13,15,26,17,12,3,167104.7,401,288,12037,19.2,109357,5.1,1405633.2,2816370,450000,0,121798,3
1276,2022-09-08,2022-09-09,24,29,1,6,22,3,169676.9,324,361.8,11180,21,112436,5.1,1434457.5,2859723,5e+05,0,123943,3
1277,2022-09-09,2022-09-10,15,30,36,19,10,2,265439.6,449,272.4,12394,19.7,118608,5,1490388.6,2982468,450000,0,131453,2
1278,2022-09-10,2022-09-11,35,18,14,33,31,5,84672.1,338,288.5,10231,19.1,91397,5.1,1182410.3,2378430,3e+05,0,101971,5
1279,2022-09-11,2022-09-12,32,16,27,17,9,1,299415.4,204,338,6969,19.8,67964,5,846173.6,1682109,480000,0,75138,1
1280,2022-09-12,2022-09-13,26,1,12,20,21,3,137284.6,255,372,9166,20.7,91743,5,1155165,2313786,5e+05,0,101167,3
1281,2022-09-13,2022-09-14,9,5,32,33,18,1,337075.9,258,301,7928,19.5,76196,4.9,942690.3,1893684,4e+05,0,84383,1
1282,2022-09-14,2022-09-15,16,28,5,17,31,1,427504.4,275,358,9110,21.7,92543,5.2,1204865,2401710,425000,0,101929,1
1283,2022-09-15,2022-09-16,4,25,14,33,26,1,462979.6,343,310.9,10290,20.7,100634,5.1,1295854.7,2601009,550000,0,111268,1
1284,2022-09-16,2022-09-17,11,12,27,18,8,6,83511.8,413,279.5,12548,18.4,116906,4.8,1408536.3,2815005,450000,0,129873,6
1285,2022-09-17,2022-09-18,15,5,25,32,35,6,67163.4,518,179.2,9104,20.4,86488,5.2,1131265.2,2263935,3e+05,0,96116,6
1286,2022-09-18,2022-09-19,28,34,11,2,15,1,283616.6,216,302.4,5977,21.8,60966,5.3,802353.4,1593351,425000,0,67160,1
1287,2022-09-19,2022-09-20,17,33,9,24,13,0,0,365,1281,9524,18.4,86759,4.9,1067925.7,2135058,5e+05,0,96648,0
1288,2022-09-20,2022-09-21,5,12,14,3,4,1,435378.2,323,310.5,10929,18.4,100447,4.8,1218908.9,2445945,450000,0,111700,1
1289,2022-09-21,2022-09-22,26,3,1,28,30,5,79161,274,332.7,8061,22.6,84765,5.2,1109921.4,2223624,450000,0,93105,5
1290,2022-09-22,2022-09-23,2,22,11,32,34,1,411017.7,352,269,9678,19.5,91636,5.1,1161770.3,2309088,550000,0,101667,1
1291,2022-09-23,2022-09-24,12,9,27,28,5,3,166940.3,370,311.8,11677,19.8,115023,4.8,1399501.9,2813601,480000,0,127073,3
1292,2022-09-24,2022-09-25,18,21,7,31,9,3,134272,298,311.3,10003,18.5,94087,4.8,1132256.5,2263011,3e+05,0,104391,3
1293,2022-09-25,2022-09-26,14,17,7,33,18,0,0,237,1582.4,7350,19.1,70036,4.9,858590.2,1712472,480000,0,77623,0
1294,2022-09-26,2022-09-27,21,8,9,32,19,2,215044.2,341,290.5,10215,19.4,99216,4.8,1203556.7,2416227,550000,0,109774,2
1295,2022-09-27,2022-09-28,20,30,17,10,7,6,83683,507,228.1,13197,17.5,115865,4.9,1416430.7,2820774,480000,0,129575,6
1296,2022-09-28,2022-09-29,5,23,13,32,21,3,155629.2,358,300.4,10412,20.7,102414,5.1,1312270.6,2622966,475000,0,113187,3
1297,2022-09-29,2022-09-30,8,12,5,2,17,2,239058.8,461,238.9,12020,18.3,110398,4.8,1338126.9,2686053,550000,0,122881,2
1298,2022-09-30,2022-10-01,23,26,1,11,32,2,270291.6,333,374,11490,21.7,117480,5.2,1525354.2,3036984,460000,0,129305,2
1299,2022-10-01,2022-10-02,6,1,21,19,20,4,110446.7,402,253.1,10433,19.5,98805,5,1241001.5,2481948,3e+05,0,109644,4
1300,2022-10-02,2022-10-03,8,14,13,17,23,0,0,255,1577.2,7725,19.5,72910,4.9,910082.5,1836435,480000,0,80890,0
1301,2022-10-03,2022-10-04,4,34,26,14,13,4,116970.4,321,335.7,9949,21.7,99491,5.3,1318836.9,2628549,5e+05,0,109765,4
1302,2022-10-04,2022-10-05,25,8,22,32,9,2,260286.3,338,354.8,11662,20.5,116112,5,1460126,2924565,450000,0,128114,2
1303,2022-10-05,2022-10-06,28,33,8,21,12,0,0,388,1499.6,10745,20.3,104793,5.1,1334412.6,2656833,470000,0,115926,0
1304,2022-10-06,2022-10-07,34,15,7,27,32,3,161954.5,367,304.9,11377,19.7,107279,5,1358283.7,2729571,6e+05,0,119026,3
1305,2022-10-07,2022-10-08,6,31,24,17,30,3,174483.8,430,280.4,11870,20.3,114391,5.1,1468378.5,2940738,480000,0,126694,3
1306,2022-10-08,2022-10-09,34,20,6,29,10,4,108660.6,336,298,9977,20.1,96456,5.1,1227233.7,2441811,3e+05,0,106773,4
1307,2022-10-09,2022-10-10,23,8,32,22,28,1,313912.5,251,288,7330,19.7,69316,5,877181.5,1763553,5e+05,0,76898,1
1308,2022-10-10,2022-10-11,13,35,8,9,31,2,210801,259,375,8935,21.7,93030,5.1,1187069.5,2368551,550000,0,102226,2
1309,2022-10-11,2022-10-12,16,28,5,3,19,3,157803.8,411,265.3,11287,19.4,108965,4.8,1324449.5,2659614,475000,0,120666,3
1310,2022-10-12,2022-10-13,16,12,9,36,21,2,237500,330,294.1,9689,20,97093,4.9,1241588.7,2367228,375000,0,107114,2
1311,2022-10-13,2022-10-14,18,20,15,19,26,0,0,273,1940.5,9872,20.1,97753,4.9,1207173.4,2418939,5e+05,0,107898,0
1312,2022-10-14,2022-10-15,6,27,28,10,14,2,251699,373,310.8,11602,20,112443,5,1413581.4,2828079,420000,0,124420,2
1313,2022-10-15,2022-10-16,34,10,11,18,28,0,0,307,1655.7,9299,20.4,92362,5,1159809.5,2320887,3e+05,0,101968,0
1314,2022-10-16,2022-10-17,2,18,33,11,13,3,81725.1,177,319,5707,19.8,55953,5,694401.9,1377390,3e+05,0,61840,3
1315,2022-10-17,2022-10-18,36,25,33,30,18,0,0,300,1586.3,8596,20.8,83585,5.1,1080970.3,2173062,5e+05,0,92481,0
1316,2022-10-18,2022-10-19,30,4,19,14,15,2,221813.2,295,346.4,9632,21.2,97487,5.1,1247196.5,2492283,450000,0,107416,2
1317,2022-10-19,2022-10-20,35,12,19,22,9,2,204844.8,348,271.2,10159,18.6,94612,4.9,1156623.4,2301627,380000,0,105121,2
1318,2022-10-20,2022-10-21,4,7,8,17,1,4,106045.7,471,207.4,11341,17.2,101361,4.7,1193330.1,2383050,525000,0,113177,4
1319,2022-10-21,2022-10-22,20,2,33,16,23,4,131250,360,304,10959,20,104498,5,1376110,2668560,420000,0,115821,4
1320,2022-10-22,2022-10-23,17,31,25,14,11,1,382906.3,281,313.8,8449,20.8,84216,5.1,1076324.9,2151159,3e+05,0,92947,1
1321,2022-10-23,2022-10-24,34,11,2,20,6,1,274381,193,327.5,6267,20.2,60267,5.1,771543.6,1541466,430000,0,66728,1
1322,2022-10-24,2022-10-25,14,18,12,7,4,0,0,364,1239.3,9684,17.4,87587,4.7,1031265.7,2059791,5e+05,0,97635,0
1323,2022-10-25,2022-10-26,13,3,27,16,5,1,478150,373,295.2,11634,19,111585,4.8,1344913.6,2686236,450000,0,123593,1
1324,2022-10-26,2022-10-27,10,11,8,29,24,2,220333.5,371,273.6,10640,19,101729,4.8,1232631.8,2475657,450000,0,112742,2
1325,2022-10-27,2022-10-28,7,21,25,13,28,2,233882.9,408,264.1,11283,19.1,104833,5,1315188.9,2627898,5e+05,0,116526,2
1326,2022-10-28,2022-10-29,8,33,10,19,36,6,88542.1,437,280,12679,19.3,122755,4.9,1499816.8,2984565,450000,0,135877,6
1327,2022-10-29,2022-10-30,28,27,21,12,31,0,0,293,1873.9,9575,20.7,92891,5.1,1220999.3,2415420,3e+05,0,102759,0
1328,2022-10-30,2022-10-31,28,24,20,2,29,2,160794.3,193,383.7,6758,22,69150,5.2,903898.7,1806678,430000,0,76103,2
1329,2022-10-31,2022-11-01,26,28,14,25,7,2,221385.5,291,350.5,9995,20.4,96436,5.1,1240488.1,2487477,5e+05,0,106724,2
1330,2022-11-01,2022-11-02,8,35,36,21,26,1,530857.4,364,335.9,11585,21.1,115346,5.2,1497367.7,2982345,475000,0,127296,1
1331,2022-11-02,2022-11-03,31,6,19,16,11,0,0,449,1406.5,12325,19.2,117196,4.9,1442418.9,2883678,450000,0,129970,0
1332,2022-11-03,2022-11-04,30,9,13,18,19,4,130221.2,402,298.5,12263,19.6,118693,4.9,1462832.3,2926320,5e+05,0,131362,4
1333,2022-11-04,2022-11-05,4,14,15,1,36,3,180761.2,391,319.4,12592,19.8,122384,4.9,1516172.2,3046536,420000,0,135370,3
1334,2022-11-05,2022-11-06,31,22,36,13,12,0,0,262,2051.4,9125,22,95745,5.2,1236090.8,2454117,3e+05,0,105132,0
1335,2022-11-06,2022-11-07,28,7,26,2,34,2,158335,217,336.1,6896,21.2,69783,5,884713.9,1779045,450000,0,76898,2
1336,2022-11-07,2022-11-08,21,2,4,12,28,3,150000,352,281.3,10066,19.7,96541,5,1230022.8,2414427,5e+05,0,106962,3
1337,2022-11-08,2022-11-09,18,17,31,5,28,4,121591.3,343,326.6,10589,21.1,106976,5.1,1367394.5,2732388,450000,0,117912,4
1338,2022-11-09,2022-11-10,5,15,33,25,27,2,218648.1,338,298,10781,18.7,97067,5,1224959.9,2456721,450000,0,108188,2
1339,2022-11-10,2022-11-11,24,10,33,35,30,4,111376.2,294,349,9835,20.9,97328,5.1,1250035.1,2502837,525000,0,107461,4
1340,2022-11-11,2022-11-12,28,24,7,20,17,4,131250,398,288,11986,19.1,112693,5,1432021.6,2795712,420000,0,125081,4
1341,2022-11-12,2022-11-13,25,29,32,9,16,2,198689.9,339,270,9250,19.8,86264,5.1,1112006.2,2232471,3e+05,0,95855,2
1342,2022-11-13,2022-11-14,3,15,2,22,9,1,284248.8,223,293.6,7015,18.7,65480,4.8,795206.1,1596903,430000,0,72719,1
1343,2022-11-14,2022-11-15,14,2,18,15,23,0,0,266,1760.4,8380,20.9,84566,5.1,1074695,2138235,5e+05,0,93212,0
1344,2022-11-15,2022-11-16,31,24,10,11,3,3,161001.7,401,277.5,11108,20,109287,4.9,1351948.9,2713512,475000,0,120799,3
1345,2022-11-16,2022-11-17,19,26,4,5,24,2,237500,291,333.1,9490,20.5,96374,4.9,1238709.7,2364861,450000,0,106157,2
1346,2022-11-17,2022-11-18,4,18,6,24,25,1,450000,341,299.1,10737,19,99907,4.9,1245540.4,2487012,5e+05,0,110986,1
1347,2022-11-18,2022-11-19,4,34,6,32,14,0,0,323,1911.1,10790,21.4,108250,5.2,1411091.3,2818656,425000,0,119363,0
1348,2022-11-19,2022-11-20,28,7,23,1,4,3,141666.7,297,312.7,9654,19.2,92984,4.9,1158850.4,2265327,3e+05,0,102938,3
1349,2022-11-20,2022-11-21,25,17,21,4,35,0,0,230,1501.6,6013,21.6,61334,5.1,788052.2,1577070,430000,0,67577,0
1350,2022-11-21,2022-11-22,21,32,12,7,10,5,74163.2,274,311.7,8874,19.2,84843,4.9,1042333.3,2083236,5e+05,0,93996,5
1351,2022-11-22,2022-11-23,5,17,14,6,22,4,125000,284,353.2,10225,19.6,100758,4.8,1284357.2,2446554,450000,0,111271,4
1352,2022-11-23,2022-11-24,7,6,29,16,34,1,399868.3,277,332.5,8512,21.7,87665,5.1,1123772.7,2246451,450000,0,96455,1
1353,2022-11-24,2022-11-25,25,18,27,6,15,4,106210.3,324,302.1,10139,19.3,96978,4.9,1193596.5,2386749,5e+05,0,107445,4
1354,2022-11-25,2022-11-26,25,36,6,13,28,0,0,422,1578.4,12095,20.6,120162,5,1516051.8,3041496,450000,0,132679,0
1355,2022-11-26,2022-11-27,3,7,13,32,34,2,226239,355,293.6,10416,20,101506,5,1272556,2542011,3e+05,0,112279,2
1356,2022-11-27,2022-11-28,30,26,27,15,35,0,0,196,2005.4,6816,21.7,67987,5.3,901296.7,1794870,420000,0,74999,0
1357,2022-11-28,2022-11-29,2,1,13,29,11,2,229334,331,319.2,10313,20.5,103322,5,1292349.7,2576787,420000,0,113968,2
1358,2022-11-29,2022-11-30,11,5,14,6,27,1,510771.1,373,315.4,12074,19.5,116817,4.9,1436261.6,2869500,450000,0,129265,1
